Twitter Username,Post,Date Posted
@MaranMatters,Isn't PH a #KerajaanGagal too?,"Aug 20, 2021"
@Markenzieeee,"Saddest moment of the day,dengar sorang pakcik ni saying to himself sambil kaut air ""aduh duit lagi""  People just starting to sustain back their economy post MCO then this kind of non expected thing happen Feel so sorry to that uncle. FUCK GOVERNMENT! 
#RakyatJagaRakyat","Dec 20, 2021"
@Marmite44324867,"Hai yah new MPs are copy paste of the previous ones, only good thing is that KJ got upgraded to Minister of Health  #KerajaanGagal","Aug 27, 2021"
@Marshahida_MY,"after all...it is just ""spot the difference"" cabinet 
With no @MuhyiddinYassin obviously. 

Azmin ali, rina harun, adham baba & radzi jidin are back guys  #KerajaanGagal 2.0","Aug 27, 2021"
@Mateennnn,as usual. again. #RakyatJagaRakyat,"Dec 18, 2021"
@Mayna_Patel,"Hakim* is 6 yrs old. He is bubbly n active. However he is diagnosed wit kidney complications. Sadly,his adoptive parents r unable to care 4 him as they have full time jobs. They plan to leave him. 

If you hav any suggestion on how to help Hakim,pls do DM me. #RakyatJagaRakyat","Jan 19, 2022"
@McKen7ie,"Scheme of things kembali lagi. 

#KerajaanGagal","Sep 4, 2021"
@MdSyazwanIsmail,"I think the most honorable things to do after all this disaster ended is if some of the Ministries to resign, but it’s stupid of me to assume that they have an honor in the first place. 

#KerajaanGagal","Dec 22, 2021"
@MeeyQistina,"Y’all think you can win now, wait til GE15. We gotta go out and vote people pls #KerajaanGagal","Aug 20, 2021"
@Meleineum,"Anti Hopping Bill already passed. There is no more reason to postponed the GE until the parliament term end on May 2023. Unless Pakatoon Hancing don't have the balls to have early GE? 

Kata #KerajaanGagal, tapi tak nak PRU awal ganti Kerajaan yang lebih baik? Kan bodo tu?","Jul 29, 2022"
@MelvinAeria,"Well, that's just disgusting. The party that messed everything up for decades, got booted out, helped bring down the sitting government (twice) through backdoor ways, .. is back again. Hell, disgusting ain't even the word. .. First #KerajaanGagal, now #KerajaanGagal2.","Aug 20, 2021"
@MenagaVadamalai,My brother and his colleagues stucked at their company since the water level increased till they cant get out from the plant. U knw why all this happen?? Only bc of #KerajaanGagal . The selfish menteris who dun even gve a damn bout the people,"Dec 19, 2021"
@MenagaVadamalai,"Rakyat, if there is election, pls remember what we go throught  the past 48 hours n vote #KerajaanGagal","Dec 19, 2021"
@MeorSyamil,Kerajaan still takde like emergency place to stay for like mangsa banjir ke? #KerajaanGagal,"Dec 19, 2021"
@Mershineter,"#Bendera 
I love Malaysia. Love the fact I am Malay but never would I sell myself to any party to promote or preserve my race.
Even the KKK agenda is clear however racially motivated.
Dispense with calling it a 'War Cabinet'. Fact is #KerajaanGagal & 'woke' the gagged majority.","Aug 19, 2021"
@MesutHzrl,"#KeluargaMalaysia ni propaganda #KerajaanGagal je. Like bloody hell they're actually care about us.

Fucking bullshit like Mail's face.","Feb 1, 2022"
@MetallicJuan,7 died in Sri Muda. 2 days without any proper help. Only #RakyatJagaRakyat,"Dec 20, 2021"
@MikeManicka,"Why is a 51 years old is the minister of youth & sports??

Still #kerajaangagal","Aug 27, 2021"
@MirzaKaeyjie,"Toooooo theee GOVERNMENT!!! 
Say what you mean !!! and mean what you say !!!  #Banjir2021 #banjir #KerajaanGagal","Dec 25, 2021"
@MisterAllanC,"Legalize weed and TAX it. Legalize Crypto and TAX it. Cut 25% of military spending. Implement 5% windfall tax on corps that are profiting from the pandemic.
QUIT ACTING like there isn't enough $$$ to help & START F**king helping the RAKYAT!
#KerajaanGagal 
#DaruratBanjir 
#1MDB","Jan 24, 2022"
@MisterAllanC,"The recent #DaruratBanjir is a good reminder to the Govt to work on proper legislation and planning framework on underground land development. 
#KerajaanGagal","Jan 2, 2022"
@MisterMeat_101,"try harder bro @DemokrasiTotal 
How I wish to unite all pembangkang and lawan #KerajaanGagal 
That should be our main focus now.","Sep 27, 2022"
@Mister_Amed,From #KerajaanGagal to #KerajaanRecycleGagal,"Aug 27, 2021"
@Mithruban4,"First off all, We from batch 02 would like to thank everyone who helped us yesterday by giving things or even sharing the messages. We managed to get a huge sum of items to be sent to the Pahang flood victims.I hope the best for everyone.May God bless everyone.
#RakyatJagaRakyat","Dec 26, 2021"
@Mixboy2105,"I'm guessing we can still use the hashtag #MuhyiddinOut ?

#KerajaanGagal","Sep 4, 2021"
@Mixboy2105,"It is clear now that the @IsmailSabri60 administration is the same recycled trash that needs to be taken out by the rakyat. ALL OF THEM NEED TO GO. 

#KerajaanGagal #ismailsabriletakjawatan #DaruratBanjir #TangkapAzamBaki #JusticeForLeeZiiJia","Jan 22, 2022"
@Mixboy2105,"Opening a can of Pringles is a tale of disappointment. Mostly empty air & shrunken chips. Just like @IsmailSabri60's ""new"" cabinet

#KerajaanGagal #KerajaanRecycle","Aug 27, 2021"
@Mixboy2105,"You don't fire the lead singer of the band only to bring them back as the *insert role here*

#KerajaanGagal","Sep 4, 2021"
@Mochi9821,@IsmailSabri60 Congratulations for your efforts in maintaining #kerajaangagal. UMNO now officially inherit #kerajaangagal Don't blame others during GE15.,"Aug 27, 2021"
@Mohiyedin22,"Basically, we got the same government but different prime minister, gg, hahaha. Prepare for the worst guys. #RakyatJagaRakyat","Aug 20, 2021"
@MonohernP,"@AnnuarMusa Just being defensive during a press conference sums it all up. Correction pak cik you don’t play politic, not us  How can you have the teluq to say such things when y’all are in for the money  #KerajaanGagal #bodoh","Jul 26, 2022"
@MonohernP,We are in 2021 for crying out loud. Thanks UMNO for playing this dirty game  #agong #ismailsabri #UMNO #malaysia #kerajaangagal,"Aug 21, 2021"
@Moodfrogg,"Hate to talk about politics....but our politics suck!!!! 

#KerajaanGagalLagi #KerajaanPembunuh #KerajaanGagal","Dec 26, 2021"
@MrCrapHead,"So parts of Malaysia had been hit pretty bad with rains and flash floods. I hope to those people that are affected to be safe and also hoping it won't go on for too long.

Oh the government sucked at handling this situation as well.

#DaruratBanjir
#KerajaanGagal","Dec 19, 2021"
@MrNobod47979143,"sorry but i notice many user yg guna hashtag #kerajaangagal, used by non-melayu punya account, yah since our new PM is still in same cabinet and yet Melayu.. please keep your negativity and bad influence away from people that doesn't know what happen around, this isn't a joke..","Aug 21, 2021"
@MrToxic41025353,The #KerajaanGagal didn't mention anything about that!,"Sep 16, 2021"
@MuhammadMorris,"#KerajaanGagal 2.0, return of the kleptos","Aug 20, 2021"
@MuhdAkhyaar,#KerajaanGagal again.,"Dec 20, 2021"
@MuhdDinesh,"When u make cleaning up the agony of flood victims an 'OPENING CEREMONY EVENT'... you have totally FAILED as a leader and gov.
#KerajaanGagal #KerajaanGagalLagi","Dec 27, 2021"
@MukhrizMahathir,"Yet another logic defying decision. The failed PM Muhyiddin they butted out because #kerajaangagal in handling Covid they now appoint to chair National Recovery Council. When will this stupidity end?
#KerajaanGagalLagi","Sep 4, 2021"
@Murky_ED,"What a shame! That's sign of us going backwards, #KerajaanGagal is succeeding!","Jul 11, 2022"
@Murky_ED,"What's the objective of this? Image smoother or name polishing? I'm very sure there are more of similar or worst circumstances everywhere, are you donating to all?! Another of your shallow minded move #KerajaanGagal","May 24, 2022"
@MyBestThingsZN,"don't send it to Malaysia's gov because at the moment we don't have a government. we only have the citizen and NGOs that have been working hard since Day-1 the disaster happened.

#RakyatJagaRakyat","Dec 22, 2021"
@N4TASHAMOHD,#kerajaangagal as always.,"Dec 19, 2021"
@NVellaitham,"Please remember this incident , when u vote. Where are you pemimpin negara ??  Its so devastating to see ppl helping themselves 
#DaruratBanjir #RakyatJagaRakyat","Dec 20, 2021"
@NYSRBL,"Besok, 11 April 2022 All Out  #MahasiswaBergerak #MahasiswaMelawan #MahasiswaTumbangkanTirani #RakyatBersamaMahasiswa #RakyatJagaRakyat #STMbergerak #STMMELAWAN","Apr 10, 2022"
@NabellaAnuar,"Utk semua yg turun membantu and turun padang waktu banjir ni, may Allah grant you Jannah. Take a risk to help people during the flood.

I feel super helpless right now. I can only retweet, share the info and send some funds to who are needed. We got this! #RakyatJagaRakyat","Dec 19, 2021"
@NabilShahab7,Get ready for #KerajaanGagal 2.0 guys.,"Aug 27, 2021"
@Nadia84759165,#RakyatJagaRakyat yeah even we didn't know each other but we treat them like a family and that's is the true Malaysians.,"Dec 19, 2021"
@NadiahNaziman,I am so sad and stress watch family with babies and orang tua smpai naik atas bumbung for hours bantuan bot still tak sampai2. Even call emergency line no one pick up. #KerajaanGagal,"Dec 19, 2021"
@NadiahNaziman,In this house we don’t watch news. We read twitter more useful info and truth! News for the sake of “tan sri bla bla membuat tinjauan…” bla bla bla  #RakyatJagaRakyat,"Dec 20, 2021"
@NadsMarhaen,"DO NOT DONATE TO GOVERNMENT
DO NOT DONATE TO GOVERNMENT
DO NOT DONATE TO GOVERNMENT
DO NOT DONATE TO GOVERNMENT
DO NOT DONATE TO GOVERNMENT

#DaruratBanjir 
#KerajaanGagal 
#KerajaanPembunuh","Dec 24, 2021"
@NadsMarhaen,"It is beyond heartbreaking, it is enraging. I will never forget, and I will work to make them pay for all this loss. 

#KerajaanPembunuh 
#KerajaanBangsat 
#KerajaanGagal 
#DaruratBanjir","Dec 24, 2021"
@NadzrinIqbal,"#RakyatJagaRakyat is a proof that the future doesn’t need a centralize government pretending they can take care of us. What we need are multiple organizations spread throughout upholding specific tasks. The goal is not to overthrow the government, the goal is to replace it.","Dec 20, 2021"
@Nafis_Ammar,"The fact that we got to know flood related info (road closure, areas still flooded, where to donate, who needs rescue etc) through social media rather than the mainstream media, shows that there’s failure in the system and it’s leadership. From top to bottom.
#RakyatJagaRakyat","Dec 21, 2021"
@NagaKanesh,#KerajaanGagal #kerajaanrecycle #KerajaanPembunuh #kerajaankitarsemula You want to kill more victim in victim again? @IsmailSabri60 what’s point recycle ministers from old failure government?,"Aug 27, 2021"
@Nanaluvely,Up up #kerajaangagal,"Jul 26, 2022"
@Naniwo_taberu,"Aspiring young Malaysian filmmakers, pls remember the chaos ""they"" hv caused the rakyat. Remember the rakyat's frustrations. Make a story. Expose the truth. It will be a big hurdle, but truth will prevail.
#KitaJagaKita
#RakyatJagaRakyat
#BanjirDarurat
#banjirmalaysia","Dec 21, 2021"
@Nash_ANJ,"#KerajaanGagal #KerajaanBangsat #KerajaanGagalLagi #KerajaanBabi #kerajaansial  #KerajaanBodoh #KerajaanPembunuh 

People are done mate. Good luck with your elections next year.","Dec 22, 2021"
@Nashman,"Nah, let him fall. Doenst mean they let Ismail Sabri be, enjoy the popcorn. Why prop up #kerajaangagal","Aug 20, 2021"
@Nature2bprotect,"Tyranny rules through fraud and force. Once the fraud is exposed then they must rely exclusively on force.
#KerajaanGagal","Dec 31, 2021"
@Naven_Selva,"Bonnie, our Golden Malaysian Child, only if we had better leaders, our country would shine further. Really hopeful YB, get together to lead our beautiful nation.

#MalaysiaBoleh #KerajaanGagal 2.0","Aug 28, 2021"
@Naven_Selva,"I wish they were this passionate while saving people from floods, unfortunately, the rest are just pests for them. 

#KerajaanGagal 
#Malaysia 
#PMGagal","Jan 21, 2022"
@Naven_Selva,"In our country, Azam Baki is more important than LZJ!

#KerajaanGagal 
#LeeZiiJia 
#AzamBaki 
#LAWAN
#Keadilan 
#MUDAsudahMULA 
#Malaysia","Jan 21, 2022"
@Naven_Selva,"You should also know this, equal rights do not exist in Malaysia. Many athletes have been axed this year by the govt, most of them are non-Malays, therefore LZJ has done the right thing.

Institutional racism is part of #Malaysia.

#KerajaanGagal","Jan 20, 2022"
@NaziruLMubinz,Disappointed gila #KerajaanGagal,"Aug 27, 2021"
@NdxxHan,#KerajaanGagal this is serious.. I can't take this anymore! They failed!!! STEP DOWN!,"Dec 19, 2021"
@NewBabuTimes,Time to get #KerajaanGagal trending again,"Oct 28, 2021"
@NewsBFM,"2. ""After discussions with fellow activists who helped organise previous #KerajaanGagal protests, we have agreed to take a new approach by launching a massive campaign against the government’s failures in replacement of the street protests,” the organisers added.","Aug 19, 2022"
@NgKQ96,This is why it's time we kick off the #backdoorgovernment 's ass. #kerajaangagal,"Sep 14, 2022"
@NgKQ96,"This shows that everyone disapproves the #backdoorgovernment . It's time everyone voted them out. Hue :P
#kerajaangagal","Sep 4, 2022"
@Nhanthinhi,Awaiting GE15. Gombak people need to do your thing #KerajaanGagal,"Aug 27, 2021"
@Nianaziraaaaa,"Tbh, without rakyat i couldnt imagine wht will happen to our country especially mangsa banjir. Rakyat malaysia r the true heroes. Im proud to b msian but also sad, fr having the most fck up system & gov ever #RakyatJagaRakyat","Dec 20, 2021"
@Nick33813566,what is government for to serve people and not wait 1 or 2 days only make announcement know how to take rakayat money but without action whole country is ruined by our government #KerajaanGagal #IsmailSabri,"Dec 19, 2021"
@NicknameEsther,"@AzminAli , Europe is too smart 4 U. They will be looking out 4 their benefit.Did Turkey invest? You should realise after #kerajaanbodoh #KerajaanGagal , U CANNOT help the economy. @imokman as deputy was probably doing the real job under PH. Just return the mandate to PH, Azmin.","Oct 13, 2021"
@NicknameEsther,"Everytime Umno comes back to rule, it wants a reset. There are NO problems between races that WICKED politicians are not the cause of, Nazri. #RakyatJagaRakyat, remember?1969 was a POLITICAL RIOT. WHO marched out fr Harun's place to KILL? Members of WHICH party? EVIL POLITICIANS.","Oct 26, 2021"
@NicknameEsther,"I don't understand this. Who ordered peaceful people assembling in an open place, to be arrested even WITHOUT #KerajaanGagal in operation??!","Aug 20, 2021"
@NicknameEsther,"I'm afraid,U are right.Return to PH for the sake of the people but really, U failed badly, when U let the people-elected federal government fall, PH defectors. It was HELL under PM8. We are still suffering. #kerajaangagal still. Do not ask to be nominated again. @NBaktee @ybz99","Oct 20, 2021"
@NicknameEsther,"IF there's an elections in Melaka, do the majority of voters know that Umno, Pas & Bersatu, formed the #KerajaanGagal #kerajaanzalim #kerajaansial #kerajaanbodoh ? @anwaribrahim @guanenglim @MSabu_Official @dapmalaysia Awareness should be nation-wide, not just twitter-wide..","Oct 9, 2021"
@NicknameEsther,"It surprised me that none of the government agencies I tagged, asked me any questions either.That means they  know Muhyiddin is that scum Deep State Head.Only they don't know how large his influence is. Did you know,@NajibRazak? It's we, the common people, who didn't know. #LAWAN","Aug 25, 2021"
@NicknameEsther,"Maiden work @IsmailSabri60 @umnoonline should be to make sure all starving people have FOOD to eat. HOW LONG can #RakyatJagaRakyat go on?? Where are the government funds?? TALIAN KASIH IS NOT RESPONDING!! SAVE THE SMEs too, to get your TAX MONEY!! MONOTORIUM!! @dapmalaysia","Aug 23, 2021"
@NicknameEsther,"Muhyiddin is the poison behind #kerajaansial #KerajaanGagal.Keep trusting in God,Malaysians! He will help us rid ourselves of all these EVIL leaders (our REAL enemies) who have DESTROYED this nation. Never again distrust your fellow citizen, no matter what his race or religion.","Aug 20, 2021"
@NicknameEsther,"Now, are these PN2 MPs going to continue ignoring the real needs of the people & continue to just see what they can get out of the whole deal for themselves? How long can NGOs & #RakyatJagaRakyat alone help?No real moral upbringing. Their kids will be just as callous.","Oct 13, 2021"
@NicknameEsther,"PM8, Head of #KerajaanBODOH #KerajaanZALIM #KerajaanGAGAL talking of the welfare of the people.  Price of vaccines, please. We want to know if PN cabinet members or cronies, made profits from vaccine purchases..@Khairykj @IsmailSabri60","Nov 13, 2021"
@NicknameEsther,"Poor citizens,eh?Forever pitted against each other using race&religion,by EVIL politicians,with a personal agenda 2 enrich THEMSELVES.Actually #RakyatJagaRakyat. 1st time in history, @umnoonline attacked Bersatu&not non-Malays,in their AGM? These 4 CANNOT leave the country, PM9.","Oct 28, 2021"
@NicknameEsther,"This is the problem. I thought cabinet will focus on the dire needs of the people, but they prefer to focus on Adib, TT & an island, in their investigations. They are very happy if NGOs & #rakyatjagarakyat take care of real needs. So disappointed. @anwaribrahim #KerajaanGagal2","Oct 11, 2021"
@NicknameEsther,"To be fair 2 U Tun,I believe U will be a better MPN chairman, than Midin, that Deep State Head who was Head of #kerajaanbodoh & #kerajaanzalim & #KerajaanGagal. Well, @IsmailSabri60 can replace Midin, with you, when he sees Midin's failure. Poor people have to suffer till then.","Sep 18, 2021"
@NicknameEsther,"While being Home Minister in PH,U got your Deep State to misuse Bukit Aman to arrest DAP MPs on FALSE charges of being members of that DEAD ORGANISATION LTTE(to grant Tamils autonomy in Sri Lanka), just to weaken DAP. @sarawak_report  #KerajaanGagal #KerajaanBodoh #KerajaanZalim","Sep 22, 2021"
@NicknameEsther,"You are right. If @IsmailSabri60 doesn't elect capable leaders & uses again MPs of #KerajaanGagal in his new cabinet, the new government will collapse in no time at all. Hope he DOESN'T elect all the failed leaders who couldn't handle the crisis Malaysia IS IN, even NOW. #Hope","Aug 22, 2021"
@NicknameEsther,"“PN’s record in managing the country can be the benchmark and reference for voters to vote for us"", says Muhyiddin, the Head of #KerajaanSIAL #KerajaanZalim #KerajaanBodoh #KerajaanGagal, which BN & PAS supported. ","Nov 6, 2021"
@NicnackNina,"2 years after stealing the government & having this guy's vote as ""majority"" to be PM, he comes out and says this, just because he lost everything. 

A little too late. His legacy will always be PM Cirit, the PM who evolved the government from #KerajaanGagal to #KerajaanBangsat","Feb 4, 2022"
@Nikisassy28,Dato Malkith Singh cause he deserve it  #KerajaanPembunuh #KerajaanGagal,"Dec 21, 2021"
@Nikissena,It's starting to kill me from inside... #bukagym #KerajaanGagal #KerajaanGagal2,"Sep 9, 2021"
@Nimalan21,"To be fair. TSMY is not alone in this two-facedness

1. UMNO leadership kept harping on #kerajaangagal and then voted for the DPM to become the new PM...Arguably with a similar Cabinet line-up

2. Azmin 10 fought against UMNO/Kleptocrats and now, again, want to keep them in power","Aug 19, 2021"
@NinaAbdulSatar,My mood is as somber as the grey sky. Dark days ahead. #kerajaangagal,"Aug 20, 2021"
@Niscr7,"I rarely wish death upon people but our ministers really deserve the most painful death, especially when they are the reason people lose their loved ones during this pandemic bcs of their ignorance. #KerajaanGagal","Aug 27, 2021"
@Nobodiezs,"Hello, brainless people over at #KerajaanGagal. So, uh, I have nothing to say other than, HOW FREAKING STUPID ARE YOU  ?
You're essentially blaming the Banjir on Govt. Sorry but, even people that doesnt go to school knows this fact:

IT IS AN ACT OF GOD 

Thanks, fix your brain","Dec 19, 2021"
@NoraKondo_,OMG. Orang dah tak percaya. The least he could do is tone down from the spotlight. Only in Msia that a failure is rewarded  again and again #KerajaanGagal,"Sep 4, 2021"
@Nrftmhsabree,Thankyou neelofa  #RakyatJagaRakyat,"Dec 19, 2021"
@Nrlshfkhx,I feel right now. We don’t have government! #kerajaangagal #RakyatJagaRakyat,"Dec 20, 2021"
@Ntony98Jo,Great #KerajaanGagal is back,"Aug 20, 2021"
@NurAqilahhx,#KerajaanGagal again and again,"Dec 21, 2021"
@NurHusnaHjAzhar,"This current gov is just recycling same old shit. And guess what they give us: SHIT. 
Remind yourself to vote a seriously  responsible mp and tell them that you don't want to have another SHITHEAD prime minister. 
#NotMyPM 
#KerajaanGagal
#GE15","Aug 20, 2021"
@NurulAssyiqin,Nice @seanlje just said #RakyatJagaRakyat on Mbuzz ,"Dec 23, 2021"
@NurulImanRazif,#kerajaangagal is back,"Aug 20, 2021"
@OhmieStronghodl,"She's a joke despite the fact that she is young, honest, courageous, hardworking, caring, brainy... Yet, she fails the 3M requirement for Msian PMs.

We don't deserve #hannahyeoh

We deserve #Kleptocrats and #KerajaanGagal 
and we deserve to be in the sorry state we're in now.","Aug 20, 2021"
@OhmieStronghodl,"That's bcos you were showing up our esteemed #KerajaanGagal in bad light. Should you march in droves and sing praises to our much admired #Kleptocrats for their 'expert' handling of the pandemic, they would likely roll out the red carpet for you, dear.","Aug 21, 2021"
@OhmieStronghodl,"What a caring, responsible government we have, always putting the welfare of lawmakers first and foremost.


#KerajaanGagal
#KerajaanGagal2","Sep 14, 2021"
@OkinaFitto,"At the end... Tetap...

#RakyatJagaRakyat","Dec 18, 2021"
@OmarRazak15,"Ye la, wake up call kot hahahaha #KerajaanGagal","Feb 25, 2022"
@OrangMalaysia4,"PM @IsmailSabri60: No need to resign, compounded offence not a crime
#KerajaanGagal aka #KeluargaMalaysia dan 
@HishammuddinH2O No sense of shame like his cousin, @NajibRazak who is a #NationalEmbarrassment BUT to be fair, unlike Najib, #HishammuddinHussein not a convicted felon.","Feb 15, 2022"
@Pafidperak,"""it's not how much we give, but how much we put into giving."" 

#daruratbajir #RakyatJagaRakyat #KerajaanGagal #malaysianft #NFTartist","Dec 20, 2021"
@Palataonation,"All of them are soooo loud about kedaulatan raja. Dude, Taki Taki are still there???? So what are you actually fighting for? #KerajaanGagal","Aug 27, 2021"
@ParmeshMesh,Fuck the Government #KerajaanGagal,"Dec 19, 2021"
@PavinrajC,"People HelpIng People. 
Whilst the government is still planning.

Y'all are unprepared for matters worse.

But thats not the conversation. The conversation is about a liquor naming controversy.

Yeah. 

Thats how we roll.


#KerajaanGagal","Dec 19, 2021"
@Photo_culture,"This is national crisis
More heavy rain predictedin this coming days. May Allah protect us all 
Thank you to all individuals and NGOs who were quick respon at the time of emergency #rakyatisgold
May we stay strong together
#RakyatJagaRakyat 
#Selangormati 
 #Malaysiamati","Dec 23, 2021"
@PidarBlyad,"This flood is a clear indication that the rakyat has been helping each other’s back since covid. As the leaders are sound asleep, people in Klang Valley are suffering adding more misery to what is already the hardest year of their lives.

#KerajaanGagal 
#rakyatjagarakyat","Dec 19, 2021"
@PiscesWoman9,I am registered voter and voted by POS during GE14 and will do the same for the coming GE even if it means to spend some big bucks #LawanTetapLawan #NotMyPM #KerajaanGagal,"Aug 21, 2021"
@PiscesWoman9,Wah...while the #rakyat are suffering. I guess that is why there is the slogan #RakyatJagaRakyat. Sad!,"Sep 21, 2021"
@PlatoHitam,"Public Holiday menang bola 
Public Holiday bencana 

This is the govt we don't deserve
#KerajaanGagal 
#KerajaanGagalLagi 
#KerajaanPembunuh","Dec 19, 2021"
@PoetLynne,"I don't even have to look at the trillion tweets about #KerajaanGagal #Malaysia to agree. When you know, you know. Mayhaps we need new blood occupying those chairs the current heads are holding onto for dear life #harganaik #rakyatsusah","Jul 1, 2022"
@PoetLynne,Trending lagi ya #kerajaangagal ni?? What'd they do now??!!,"Jul 20, 2022"
@Poll2U,"#RakyatIngat 
Leaders match with the people, so look at the people to see which leader is the suitable one. 
What have Malaysian done to deserve YB from #KerajaanGagal as PM. 

I can't brain.","Aug 20, 2021"
@Praga_Muthaliar,"Despite the government ignoring people’s plea for help, I’m glad there is unity among the public. Those who are helping those in need, you guys are the REAL HEROES! #RakyatJagaRakyat #RakyatTolongRakyat","Dec 19, 2021"
@Praga_Muthaliar,"I feel like the Government is using us like white mice that are used in experiments. 
“Eh, let try Method 1! People are still losing their lives.”
“Okay okay let’s try Method 2! Oh hahah my bad. Same result.”
“Okay JOM! Method 3.. 4.. 5”
#KerajaanGagal #KerajaanRecycle","Sep 11, 2021"
@Praga_Muthaliar,Kerajaan Gagal! Clearly. People are suffering yet they were lighting up fireworks. #KerajaanBodoh #KerajaanGagal #,"Dec 19, 2021"
@Praga_Muthaliar,Mr. Ismail Sabri. At least I accepted Muhyiddin as the Prime Minister. But never in a million years I would accept you as the Prime Minister nor will I address you as the Prime Minister! #NotMyPM,"Aug 20, 2021"
@Praga_Muthaliar,"Seriously, these politicians should understand that we SEE RIGHT THROUGH THEM! Enough with all the dramas! We know who helped and who didn’t. #KerajaanGagalLagi #KerajaanGagal","Dec 26, 2021"
@Praga_Muthaliar,The same JOKERS back again in the cabinet I don’t understand what’s the difference #KerajaanGagal #KerajaanMasihGagal #NotMyPM,"Aug 21, 2021"
@PrashanthIsMe,"Wei bodoh cibai pukimak, we need help within 24 hours, not after and shutting down #Rakyat with your fucking money
#KeluargaMalaysia my jubor. Come ask voting again near my area, I swear will take down every banner 
#RakyatJagaRakyat","Dec 20, 2021"
@Prevind10,"@IsmailSabri60 thank you

#kerajaangagal #restinpeaceMalaysia #anotherfailedgovernment","Aug 20, 2021"
@Priiyankaap,"Dear @IsmailSabri60, thanks for reiterating #KerajaanGagal","Dec 19, 2021"
@Priiyankaap,I honestly can’t believe we are in this shit hole. #KerajaanGagal back at it again,"Aug 20, 2021"
@PrimeMate4,So @NajibRazak and his #kerajaangagal needs help to clean their sh!t? That's my take on his statement.,"Aug 8, 2022"
@PrisciPink108,"Hmmmm. Let's js hope for the best in coming days. Our strength is our hope & sheer anger, let's not lose that in the face of power-hungry politicians (from ALL sides) & focus on the floods. That's all we have at the moment. #RakyatJagaRakyat","Oct 10, 2022"
@PrisciPink108,"In domestic violence, the most dangerous & tumultuous period is when you're leaving the abuser. This is the most crucial time for all of us to be united & #RakyatJagaRakyat","Oct 11, 2022"
@PrisciPink108,We can only say so much. The effects of effective PR by PN reverbates till today. Pride is always the 1st catalyst to downfall. Js this time rest of us will be dragged down as well together with them without any solid improvement in coming days. Whatever happens #RakyatJagaRakyat,"Oct 10, 2022"
@PrithashiniNair,I'm just so proud of all Malaysians who came together this year for each other. Happy New Year to all you beautiful Malaysians. #RakyatJagaRakyat sis,"Jan 1, 2022"
@PriyankaSarahT,"Malaysia, a land where the rich get richer and the rakyat are just left to tenggelam. Literally.
#MalaysiaBoleh  #KeluargaMalaysiaSiagaBencana #Banjir2022 #KerajaanGagal","Mar 8, 2022"
@Prraabbss,Welcome back #KerajaanGagal,"Dec 19, 2021"
@PrxtD,Whatever #KerajaanGagal big L,"Dec 19, 2021"
@Putera_Sains,#DaruratBanjir proving yet again that BN/PN/MN is #KerajaanGagal and the rakyat only have each other #RakyatJagaRakyat #KitaJagaKita,"Dec 18, 2021"
@Putera_Sains,Repeat after me CHARITY IS A FAILURE OF GOVERNMENT'S RESPONSIBILITY #KerajaanGagal #KeluargaMalaysia Gagal !,"Dec 20, 2021"
@PutraMNR,Thank you @Twitter for letting us to voice out our opinion towards a failed government! #KerajaanGagal,"Dec 23, 2021"
@PuvanFox,"I want all this mentioned in history books. 
All this struggles by netizens.
Helping each others immediately.
Not about fucking politicians who do opening ceremony. 

#daruratbanjir
#rakyatjagarakyat","Dec 23, 2021"
@QUEENightingale,"Any serving Prime Minister would and do the same thing during a national disaster, but not the current, sitting PM of Malaysia. He needs to get off his a$$. He hasn't got what it takes. Truth. #banjir2021 #KerajaanGagal #IsmailSabri","Dec 18, 2021"
@QUEENightingale,God bless this compassionate man. I remember his video about people shoplifting fish during the lockdown #KerajaanGagal,"Dec 21, 2021"
@QUEENightingale,"I feel so lucky to be home safe whilst thousands are marooned, stuck, homeless in desperate need of water, food and shelter tonight. May Allah protect us all #daruratbanjir #KerajaanGagal #kitajagakita","Dec 19, 2021"
@QUEENightingale,"I hope it includes a plan to charge/sue the Prime Minister and cabinet for criminal negligence/negligence for failing to act, leading to death and destruction. If only we can sue them for lethargy, apathy and lack of compassion.#KerajaanGagal #BanjirDarurat","Dec 21, 2021"
@QUEENightingale,"Malaysians will unlikely see that RM1.4B in cash aid from this ineffective, unelected government. #BanjirDarurat #IsmailSabri #KerajaanGagal","Jan 3, 2022"
@QUEENightingale,"May they rest in peace. Condolences to the family of the victims. @IsmailSabri60 did you say not to worry, everything is under control in Selangor? #banjir2021 #KerajaanGagal","Dec 20, 2021"
@QUEENightingale,"Minister H2O nowhere in sight, no more statements after that late statement on Sunday evening. The army is on their own. Thank you for decisive action to save lives #KerajaanGagal","Dec 22, 2021"
@QUEENightingale,"Muhyiddin Yasin, the failed PM gets a lesser job and he accepts. I give up. #KerajaanGagal","Sep 4, 2021"
@QUEENightingale,"No brains. He does it only after the PM does it. Copy, cut, paste #KerajaanGagal #BanjirDarurat","Dec 24, 2021"
@QUEENightingale,Not a squeak from the Sultan. Surely he should command his MB to release reserves for this disaster. Speed is of essence. Don't hope on the national government. #KerajaanGagal,"Dec 20, 2021"
@QUEENightingale,Only one month after the fact #IsmailSabri  #KerajaanGagal #BanjirDarurat,"Jan 6, 2022"
