Twitter Username,Post,Date Posted
@darwinazulkifli,"there are times when politicians and people in power should speak up and there are also times when they should just keep quiet

unfortunately,most of the times they talk when they are not supposed to and keep silent when they are supposed to say something

#RakyatJagaRakyat","Oct 4, 2022"
@darwinazulkifli,"thing is we should have a proper entertainer's guild with set rates and hours,rules for child performers etc but nope,TV stations & production houses still paying peanuts and then wonder why locals regard local shows as sampah

#KerajaanGagal","Nov 30, 2021"
@darwinazulkifli,"tips to avoid getting a blood boil: 

stop reading the comment section of  every lgbt issues in the country

#RakyatJagaRakyat","Sep 9, 2022"
@darwinazulkifli,"very easy to blame the media but no self-reflection,if you're not controlling your own narrative/story,that means it's a communications/PR fail,it's the 21st century you cannot be passive abt your narrative

#RakyatJagaRakyat #KerajaanGagalLagi","Jan 4, 2022"
@dato_dett,Stay safe heroes! #RakyatJagaRakyat #RakyatTolongRakyat,"Dec 20, 2021"
@davetoh_2020,"@SPRMMalaysia @sprmcommunity 

buying shares on behalf of a person/relative is WRONG. period @SecComMY 

why is @SPRMMalaysia condoning this activity??? 

SHAMEFUL. Top management should all resign. 

#azambakiletakjawatan
#sprmmgagal
#KerajaanGagal","Jan 9, 2022"
@davetoh_2020,"Accept a top official lied to the rakyat??? this is a disgrace!

#KerajaanGagal 
#ismailsabriletakjawatan","Jan 20, 2022"
@davetoh_2020,"Bollocks @IsmailSabri60 

#KerajaanGagal 
#KerajaanBangsat 
#pmletakjawatan","Jan 21, 2022"
@davetoh_2020,"Heroes all of you. Bravo. 

#azambakiletakjawatan
#KerajaanBangsat 
#KerajaanGagal","Jan 22, 2022"
@davetoh_2020,"One of the reasons we need a RESET in this govt. Overpaid and underproductive ministers. 

#KBSMalaysiaBODOH
#KerajaanGagal 
#KerajaanBangsat 
#ismailsabriletakjawatan","Jan 7, 2022"
@davetoh_2020,"That's the root cause of the failure of the govt - when u are satisfied with sub-standard explanations and unwilling to improve your discourse. And then have the cheek to fault those questioning you. 

#KerajaanGagal 
#KerajaanBangsat 
#ismailsabriletakjawatan","Jan 25, 2022"
@davetoh_2020,"What nonsense is this??? @PDRMsia - another NFA here perhaps???

#KerajaanGagal 
#IsmailSabriOut 
#ismailbodoh","Aug 24, 2021"
@davetoh_2020,"Worst if no action by our beloved Speaker (NOT!!!)
Shameless

#KerajaanGagal 
#kerajaanbodoh 
#kerajaangagallagi","Mar 8, 2022"
@davetoh_2020,"low class university for a low class PM - very befitting. 
@IsmailSabri60 

#kerajaangagal
#NotMyPM","May 24, 2022"
@davidwong27, what ah terrible way to show that “I ALSO CARE”! Too much of #KerajaanGagal way is toxic & totally unsuitable + insensitive on every count! ,"Dec 25, 2021"
@davidwong27,Can’t expect kurang cerdik ppl to execute a cerdik plan lah!Banggang punya minister can never learn!We’re living in 2022&such basic children’s right also can’t be protected by a ministry created for women&children!So still wanna talk about a developed ctry? Mylah!#KerajaanGagal,"Mar 22, 2022"
@davidwong27,"The outer printing may costs even more than the contents! TNS punya #KerajaanGagal this govt is so pathetic,useless&insensitive! Any NGOs just like Gurdwara Sahib PJ carries out better&more effective food banks/relief delivery services than our govt ministries! #KitaJagaKita ","Dec 25, 2021"
@davidwong27,Tt’s the best or better scenario lah bro…v always wanna hope for something better!So far rkyt r all fed up with this #KerajaanGagal lah…if not PRU15 then PRU16 loh!Let younger generations lead or otherwise Msia may reach a point of no return situation where everything FAILS!,"Jan 10, 2022"
@davidwong27,Wow! MUDA volunteers much3  better than our useless Ministers! And that lady…she walks like a boss! Geng lah MUDA volunteer ni! Penuh bergaya! Gua caya sama lu lah!  our sincere appreciation & gratitude to each & every volunteer & NGOs! #RakyatJagaRakyat #KitaJagaKita,"Dec 27, 2021"
@dayahalim1,"To avoid becoming a dumb society, we must invest heavily in public education. Otherwise, they'll keep electing crooked leaders, and the corruption cycle will never end.

#TangkapAzamBaki #SPRM #KerajaanGagal #education","Jan 22, 2022"
@dbxtn,"Bruh.. thinking about the funds we’ve gathered as a team collectively.. we have secured close to RM15k! 

Wtf… y’all amazing 

#DaruratBanjir #rakyatjagarakyat #KerajaanGagalLagi #KerajaanGagal #KerajaanPembunuh","Dec 26, 2021"
@dbxtn,"Sangatlah betul, I do agree with you. Let’s all learn from this la. Thanks for bringing this up  #rakyatjagarakyat","Dec 26, 2021"
@ddylh88,"Rip this country’s democracy
#Kerajaangagal","Aug 20, 2021"
@deadfrappe,#RakyatJagaRakyat is so hot like why the hell we're paying taxes???,"Dec 20, 2021"
@deballzmodels,Bonus This is #kerajaangagal #kerajaangagal2,"Sep 11, 2021"
@deebankumar_10,Back to serve! More like back to #KerajaanGagal!,"Aug 27, 2021"
@deorunner,"Agong's opening speech during this session of Dewan Negara sitting is purely propaganda of the current BS government.

Agong siap remarks, ""panjang lagi..."" and he was seen catching / out of his breath reading the propaganda speech. #kerajaangagal","Feb 28, 2022"
@derek_lfc,"#KerajaanGagal is back as #KerajaanGagal2. Hopefully not bigger and ""better"".","Aug 27, 2021"
@derianya,#KerajaanGagal is at another higher level. U guys have proven 1 more round,"Dec 18, 2021"
@devprasad888,It's time to change the government. #KerajaanGagal #KerajaanGagalLagi,"Jan 21, 2022"
@devprasad888,New National Record again for Malaysia! 22948! Those that voted for the same people to remain in power should never ever be voted in again! #SameIdiotsDifferentBadge #KerajaanGagal,"Aug 19, 2021"
@dezaideden,#KerajaanGagal 2: Electric Boogaloo,"Aug 27, 2021"
@dharsh4na,muhyiddin and this fucker is definitely not my pm fuck off,"Aug 20, 2021"
@dharshie_,Tweet of the day  #KerajaanGagal,"Jan 20, 2022"
@dharshviny,"Anyone who knows anyone in need of food and other basic necessities, please reach out. I’m happy to help however I can. It’s truly heartbreaking to see old and young stuck this way. Pls DM me. #BanjirDarurat #help #RakyatJagaRakyat #BanjirSelangor #DaruratBanjir #SriMudaneedhelp","Dec 20, 2021"
@dianasuhrr,same old shit #KerajaanGagal,"Aug 27, 2021"
@diannnatasha,So now #KerajaanGagal 2.0 ke?,"Aug 20, 2021"
@dinss97,"Adham Baba doesn't sound like someone from Medical Background.
Having Dr n medical experience, we hope for ""Scientific & Proven ways"".

As the prev. Health Minister...he even  made up facts. If we all drink ""warm water"" as said, Msia will be FREE OF COVID now #KerajaanGagal","Aug 27, 2021"
@diyanahasnan_,"So many heartbreaking news everywhere i wish i could do more but those who can, mfs rule the country actually shit on it
#KerajaanGagal","Dec 22, 2021"
@dkscheah,"Fellow Malaysian,
Two most important task in to-do list.
1. Register to get vaccine
2. Register to vote 
#PRU15 #Malaysian #Malaysia #KerajaanGagal","Aug 21, 2021"
@doeeyeskook,"In the end its always #RakyatJagaRakyat! Ingat tu,these goddamn old men dekat atas sana tak function pun","Dec 18, 2021"
@donliew7,@AbdLatiffAhmad has no shame. How many people died because he did nothing. How many people suffered because he didn't care. Totally useless and giving excuses only. #KerajaanGagal,"Dec 23, 2021"
@donliew7,"@AbdLatiffAhmad should not just talk, be honourable and just quit. Stop talking through your arse. #KerajaanGagal","Dec 23, 2021"
@donliew7,@tzafrul_aziz is a wanabe politician la. Totally shameless and exactly like all his colleagues in the cabinet #KerajaanGagal,"Dec 25, 2021"
@donliew7,"If @AbdLatiffAhmad don't resign, then @IsmailSabri60 should. #KerajaanGagal","Dec 23, 2021"
@donliew7,"If @dswanjunaidi don't speak, we won't call him deaf or dumb. #KerajaanGagal","Jan 9, 2022"
@donliew7,Malaysia as a country is going backwards with this kind of ruling. Who are they protecting? Are they trying to ban Muslims from consuming alcohol? What happened to PM's Family Malaysia? #KerajaanGagal,"Dec 23, 2021"
@donliew7,Only know to use rakyat money to solve problems but it takes more than that to be a leader #KerajaanGagal,"Dec 23, 2021"
@donliew7,Really very sad that this government failed us so bad when we need them most. #KerajaanGagal,"Dec 21, 2021"
@donliew7,What a joke? #KerajaanGagal,"Jan 3, 2022"
@dontwh,"Aunty Diana has been a nurse faithfully serving in the public hospitals for her whole life. Sadly, she and her family were mistreated and dishonoured with poor public hospital system in @HTARKlang and @KKMPutrajaya. #kerajaanprihatin #KerajaanGagal #KKMgagal","May 3, 2022"
@doyouknowca,Yall are really ..... :) #KerajaanGagal,"Dec 21, 2021"
@draensaari,Thank you Dina!!! #RakyatJagaRakyat,"Dec 23, 2021"
@drugnamesuga,"Instead of making late announcement why not you act?!
#KerajaanGagal","Dec 19, 2021"
@drugnamesuga,"we here the one always alert with banjir and help other plus some of us make organization for donations, we step ahead before government. Im so disgusting, 'kelam kabut' the audacity, they the one who sempat makan² gelak² siap nyala bunga api lagi, while us?!
#KerajaanGagal","Dec 19, 2021"
@dubcon99,"People are dying weyhh from this flood. And omg, Covid is still an ongoing issue right now. 

Korg ada audacity utk undermine your work, let your Rakyat do your work for you. Which is supposed to be YOUR JOB. 

Fail, you failed so bad.

 #KerajaanPembunuh #RakyatJagaRakyat","Dec 21, 2021"
@dubcon99,"happened to be decent enough for u. Tu pun headlines keluar as nak ""tinjau"" je. Aku x paham ah sih. 

Do something weyh. At this rate, the country will only depend on its nation to survive.  #RakyatJagaRakyat #KitaJagaKita","Dec 19, 2021"
@dv8n,Biggest problem in this country of over-inflated civil servants is government departments! #kerajaangagal #imigresenmalaysia,"Sep 13, 2022"
@dv8n,"Just a funny feeling that a lot of ""companies"" CSR campaigns will be focused around the prisons moving forward! #kerajaangagal #escapefromalcatraz","Aug 24, 2022"
@dvvksh,"hye can you not use this hashtag , if u want to blame gov please use #kerajaangagal instead of #/daruratbanjir","Dec 20, 2021"
@dweezilll,Scheme of things... #KerajaanGagal,"Jan 5, 2022"
@dyjenn_,"Rakyat can open their office/homestay and let mangsa banjir sleep in there while our gov used dewan persidangan to do some unimportant live and cutting the cake ??? 

#RakyatJagaRakyat","Dec 19, 2021"
@dyslhdn,"#DaruratBanjir #KerajaanGagal HELP FOR OUR FELLOW PEOPLE IN TAMAN SRI MUDA NEEDED URGENTLY, IT'S ALREADY NIGHT AND IT'S DARK OUT THERE BUT THERE ARE STILL ALOT OF VICTIMS STRANDED IN THE AREA CONSISTING OF KIDS TO ELDERLY. SPREAD THE WORD.

RT LET EVERYONE KNOW !! #BanjirDarurat","Dec 19, 2021"
@dzennies,"Malaysia doesn’t need a government. Rakyat can take care of themselves. #RakyatJagaRakyat 

I’m so proud of everyone lending a helping hand during & after the flood disaster  May God bless you all","Dec 25, 2021"
@dznjf,Make this trending again #KerajaanGagal #KerajaanPembunuh,"Dec 20, 2021"
@earthpersephone,at last it's the citizens money to be used to help the ppl who's affected with the flood. Govt clearly u got nothing to do here. #RakyatJagaRakyat,"Dec 24, 2021"
@eas0n1au,"Many flood victims are struggling after recent major flood in Selangor. Don't give up, slowly rebuild back the business and our lifes. Let's support the local businesses once they are back to business in Taman Sri Muda and other affected areas! #RakyatJagaRakyat #tamansrimuda","Dec 29, 2021"
@eazeyezranni,"Incompetent to Serve?

Please tender resignation ASAP

Its Young Gen moment to step up
#RakyatJagaRakyat","Dec 21, 2021"
@ecahcsa,"Idky but aku penat ye.. Malaysia negara demokrasi but I don't see it anymore. More to negara full with kleptocracy. Dont see any hopes anymore. I'm tired enough
#KerajaanGagal","Aug 20, 2021"
@effie7am,"without our politicians .. we can actually be on top of this world .. Malaysians 

#RakyatJagaRakyat #KitaJagaKita","Dec 25, 2021"
@eichaizuddin,"It’s always about them, never about the people. #DaruratBanjir #RakyatJagaRakyat","Dec 19, 2021"
@eikologyy,"Half of Klang Valley is underwater. Wonder why the Meteorology Department issued the warning of a tropical typhoon so so late. Also, wonder why Malaysia gov never ever learn from past experience or is ready for the damage controls. #kerajaangagal","Dec 20, 2021"
@eillasepet82,Justice for Lee Zi Jia and Goh Jin Wei   #BAMBangsat #KerajaanBangsat #KerajaanGagal #FAMBangsat,"Jan 22, 2022"
@ejnvlieya,"At this point, kita hanya #RakyatJagaRakyat :(","Dec 19, 2021"
@el_flynn,"Bila Ole tak perform, MU bosses let him go and appointed a better manager.

#KerajaanGagal #DaruratBanjir","Dec 20, 2021"
@ellyshhaa,"There are loved ones who are already missing or swept away by the water. There are bloods on your hands and if you have any conscience, you and your whole bloody cabinet resign #KerajaanGagal","Dec 19, 2021"
@ellyshhaa,we’re gonna die with this cabinet again  #KerajaanGagal,"Aug 27, 2021"
@emerhafiz,"With your support he has no reason to appoint Azmin & co as DPM & Ministers. If he proceeds clearly that's intentional not pressured. Vote him out if his Cabinet is same old Mahiaddin's. We don't need #KerajaanGagal 2.0, so many lives & so much times loses we can't bear more","Aug 25, 2021"
@emerhziq,"ANYONE WHO WANTS DONATE OR SUPPLIES AREA TTDI OR ONE UTAMA, DO DM ME OR @husainifadzill...WE ARE GOING TO VOLUNTEER AREA SHAH ALAM TO DONATE THEM IN NEEDS #RakyatJagaRakyat #DaruratBanjir","Dec 22, 2021"
@emmaaizma,Badut 2.0 the return #KerajaanGagal,"Aug 20, 2021"
@emperorkc88,"#KerajaanGagal comment #KerajaanGagal, which he is a part of it.","Sep 19, 2022"
@emperorkc88,"A wonderful quote from my friend to salvage the whatever technicalities of the current government:

Bukan #KerajaanGagal, cuma masih belum berjaya.

I was laughing like crazy.","Sep 2, 2021"
@emperorkc88,"Anyone knows what outcome our PM had with his BM tour to the USA with Biden? Or the speaking BM thing is the main agenda which doesn't come with a solid outcome, funded by taxpayers?

When does UMNO wanna change its name?

#kerajaangagal","May 24, 2022"
@emperorkc88,"Backside government issued saman to backside government for breaching SOP set by backside government, in an event held by backside government, to commorate 100 days achievement of the backside government.

#KerajaanGagal","Dec 12, 2021"
@emperorkc88,"Excuse me, the idea of of raising household income from the current average RM5k to RM10k is just ridiculous. So is the government gonna subsidized a family if the can't get the target amount? Or let's get another 1mdb donation to boast the amount? #RMK12 #kerajaangagal","Sep 28, 2021"
@emperorkc88,"For those who justifies, enables the coup of langkah Sheraton, R U enjoying the current atmosphere?

In the name of certain lace & liligen, the incompetent entourage got power & still unsure what to do wit it. It has cost us dearly and people had died for nothing.

#KerajaanGagal","Jul 1, 2022"
@emperorkc88,"If #kerajaangagal failed to performed for the 1 year plus, what makes you think #KerajaanRecycle can turn that around in 100 days? Moreover with 80% of the same incompetent entourage...

Still waiting for miracle to happen?","Aug 28, 2021"
@emperorkc88,"If vellfire can transform into a boat during flood, that would worth all the money. But s*t happens...

#KerajaanGagal","Dec 20, 2021"
@emperorkc88,"In the end, #KerajaanGagal goes back up and just the leader has changed. Bersatu had gambled all and lost everything. They are now the public enemy no. 1. 

Supoort reform and undi 18 my ass.","Aug 19, 2021"
@emperorkc88,"Is this still news? At least better than some flower party that says won't work with kleptokrat, but end up in the same incompetent entourage of #KerajaanGagal.","Aug 29, 2021"
@emperorkc88,"MKN can spam thousands of unrelated propaganda, but can't send a single mesg for flood warning or helpline info?

So propaganda is related to national security and flood is not?

#kerajaangagal","Dec 19, 2021"
@emperorkc88,"Mahiaddin and his bersatu entourage should be remembered as who enabled the clearing of all the big names related to corruption charges, to say the least. Thanks to him, what we fought for before GE14 goes out in smokes. You must be proud.

#kerajaangagal
#kerajaanrecycle","Sep 5, 2021"
@emperorkc88,"Shau gao bao zi! Surat khabar lama!

I'm sure many of you grow up listening to this. Today's cabinet announcement would be like this. UMNO wasted all the tax payers money & time just for PM and little changed for the incompetent entourage.

#KerajaanRecycle 
#kerajaangagal","Aug 27, 2021"
@emperorkc88,"Short of #dedak? Can we just feed them all the useless dedak seri dedak seri to the chickens? Maybe even the chickens don't want them.

#KerajaanGagal","May 24, 2022"
@emperorkc88,"Twitter jaya coordination is much much better than whatever billion of dollars spent on a bunch of monkeys. And the best part is... It's free!

#KerajaanGagal","Dec 23, 2021"
@emperorkc88,"Vellfire, Beli Katak, duta khas, the biggest yet functionless cabinet... I can go on, but I think I've made my point.

DO NOT DONATE TO GOVERNMENT!!

#KerajaanGagal","Dec 24, 2021"
@emperorkc88,We are so screwed when a bunch of hopeless and greedy politicians make personal gain as a part of national interests. Whether it is #KerajaanGagal #kerajaancirit or #kerajaangagal 2.0.,"Sep 23, 2021"
@emperorkc88,"We have magic word Environmental ministers that scares off climatic change with BM and magic BM PM that once chanted all the economy problems will disappear!

Huray! Let's rejoice... To our doom.

#KerajaanGagal","May 24, 2022"
@emperorkc88,"Woohaa, if they dun get it still support #KerajaanGagal anyway. So just say for fun only.","Aug 21, 2021"
@emperorkc88,"YES!! Beli Katak Nasional had pulled off twice internal coups and put the rakyat on stake. Wonderful!

Air suam is back! #KerajaanGagal is back. Never I felt so hopeless in my own beloved country. And the Chinese can now start finding place to migrate.","Aug 20, 2021"
@emrhqm,"Again, it's #RakyatJagaRakyat.","Dec 19, 2021"
@enelrahc_see,"4 senior ministers
7 out of 31 ministries with 2 deputy ministers
Majority same faces as #KerajaanGagal 
Same magnitude of bloatedness
Same waste of taxpayer money

You got a second chance and you wasted it","Aug 27, 2021"
@enelrram,so it’s basically still the same #KerajaanGagal,"Aug 27, 2021"
@epul2kyu,Indeed #KerajaanGagal,"Dec 19, 2021"
@eraaismai1,"While you worry about having a father figure PM, other countries are growing slowly but surely & we are stuck in the same old system. We could’ve had a change in the cabinet but TikTok, Facebook, Mila Jirin, your makcik and pakciks not ready for that conversation #KerajaanGagal","Aug 20, 2021"
@ernesttan324,#KerajaanGagal is trending simply bcs #KerajaanGagal,"Jan 20, 2022"
@ernesttan324,I have just been way too pissed to even call out #KerajaanGagal . Ni Kerajaan tidak fungsi langsung,"Dec 19, 2021"
@ernesttan324,Phew #KerajaanGagal2 takes over #KerajaanGagal on trending rank,"Aug 27, 2021"
@eskembites,"Korang, i mmg akan banyak RT about banjir tau. That’s the least we can do, by spreading as much as valid and solid information to others  #daruratbajir #RakyatJagaRakyat","Dec 24, 2021"
@estatebastard,"mind to share the result of #kerajaangagal

if the purpose is to spread awareness.. we achieved that years ago.. or were you too young?","Apr 5, 2022"
@eugeneyong,"The only banjir our ministers is busy facing is banjir maki-hamun on social media over their lack of care, empathy and incompetence- all hallmarks of #KerajaanBangsat #KerajaanGagal #KeluargaMalaysia #BanjirDarurat","Dec 26, 2021"
@eugeneyong,"This is #KeluargaMalaysia lah, mael! #KerajaanGagal","Dec 25, 2021"
@exonct4eva1,"At this moment, government totally fucked up for second times . I see no fucking ministers come to help citizens. Lastly it’s only us who take care each other. #RakyatJagaRakyat  ","Dec 19, 2021"
@eyishazyer,"“The key is not to prioritize what’s on your schedule, but to schedule your priorities.” – Stephen Covey

#KerajaanGagal  #KeepTheBan #KEY","Jan 17, 2022"
@f15teen15,"#KerajaanGagal but Ismail Sabri got a promotion, Azmin Ali also getting a promotion. 

No logic wan.","Aug 24, 2021"
@f15teen15,"You can hide your incompetence behind a virus. It’s harder to hide behind a natural disaster. 

#KerajaanGagal","Dec 19, 2021"
@f4kr0ls00d,"Hahahahahaha @IsmailSabri60 
#KerajaanGagal #ismailSabriNotMyPM
#PNnotMyGov #notmygov","Nov 26, 2021"
@faaizudin,#kerajaangagal to the freaking core.,"Jan 9, 2022"
@fadedflxwers,"I can’t stressed enough how stupid & incompetent our goverment is. All these while, #RakyatJagaRakyat","Dec 19, 2021"
@fadhbah,"I think:

10% Malay ONLY populations are within Twitter socmed who can see the stupidity of the #KerajaanGagal

The other Malays have been brainwashed by the #KerajaanGagal","Mar 16, 2022"
@fahadiman93,What a fucking stupid list. NO ONE from the previous #KerajaanGagal should be back! All of this is literally insane…,"Aug 27, 2021"
@fahdzli,I don’t believe any of our ministers should get the 90% score given. The actual litmus test of #DaruratBanjirSelangor show they should all get an F! #RakyatJagaRakyat #daruratbajir,"Dec 25, 2021"
@faiedanish,You have a sick mind if u think u are better than muhyiddin @IsmailSabri60 #NotMyPM,"Aug 21, 2021"
@fairyexos,"got pemimpin melayu islam for pm sebab taknak anw*r bcs he's from d*p, now your beloved pm sekarang tengah membesarkan perut without thinking even a bit about us. if y'all going to vote them again, y'all better rot in hell with them. 
#KerajaanGagal
#KerajaanPembunuh","Dec 21, 2021"
@fairyexos,"i can't sleep when thinking about a 2 months old baby died on the roof for 2 days because too cold. it's time to step down, you oldies mfkers. #KerajaanPembunuh #KerajaanGagal","Dec 21, 2021"
@faizhayee,#KerajaanGagal again?!!!!!,"Dec 19, 2021"
@faktheministers,"These majority majority vote stuff in parliament needs to end in Malaysia politic now! We need someone capable to govern the country! FFS, rules are rigid but people are flexible! Think la out of the box during this critical condition. #NotMyPM #KerajaanGagal","Aug 20, 2021"
@faktheministers,Yang Di-Pertuan Agong do not let Ismail Sabri be our next PM. Our country is in great danger and we don't want to see any incompetent person be our PM anymore! #KerajaanGagal We're enough with this! Race and Religion ≠ Politic. ,"Aug 19, 2021"
@falihahzaitie,I'm so proud and touched dengan rakyat Malaysia..#RakyatJagaRakyat,"Dec 21, 2021"
@fara_blair,"Ismail Sabri, you had the opportunity to reform the government but you just copy paste & swap it  this is #kerajaangagal all over again.. tak sabar nak mengundi balik next year !","Aug 27, 2021"
@farahainramli__,"At the end, it’s really #RakyatJagaRakyat","Dec 18, 2021"
@farahnabilah_ar,"Not surprising at all #kerajaangagal is trending again cos obviously, 

They are “self appointed” and just did some shuffling  

So its the same pengkhianat, tamak, incompetent people","Dec 22, 2021"
@farezfaizal,Next Pahang. #Rakyatjagarakyat,"Dec 22, 2021"
@farihah_fahmy,"Petang semalam, as we were driving, my 4yo son suddenly said, ""Mummy, it started raining on Friday, right? I think the government made a wrong mistake. They should have let people know earlier than Saturday."" 

A stunning indictment of #kerajaangagal in addressing #daruratbanjir","Dec 26, 2021"
@fariiiznajwan,"Jabatan meteorologi has given warning weeks ago. Continuous rain for couple of days. The signs are there 

 Jentera should've been prepared. People could've been informed what to do where to go 

But what the non visible Prime Minister did? CUTTING A FUCKING CAKE

#KerajaanGagal","Dec 19, 2021"
@farisabd,This should go down in history Malaysia! Our citizens single handedly mobilize the search and rescue for flood victims using twitter while the non existing government plays with fireworks and cut cakes. #KerajaanGagal,"Dec 20, 2021"
@farisabd,retweeting every #kerajaangagal,"Dec 19, 2021"
@farn0099,"It’s not just #KerajaanGagal

Let’s rmb their failed tyrannical SOPs, dehumanising vaccine mandate that failed to prove its efficiency.

Lied about 2 shots, now called for 4th shots.

If we as Malaysians dont stand up and fight, we might as well dont complain up here.","Jan 4, 2022"
@farn0099,"Malaysia is doomed.

That’s the tweet.

#KerajaanGagal","Aug 19, 2021"
@fatinnaqilah,"In the end, it always #RakyatJagaRakyat ","Dec 20, 2021"
@fatinnaqilah,I’m so proud of Malaysian #RakyatJagaRakyat ,"Dec 23, 2021"
@fayyy_anthea,"At this point of #KerajaanGagal 2.0, I wish Doraemon really exists to bring me out from this country ","Aug 27, 2021"
@fckputraaaa,#kerajaangagal tapi support vaccination mandates by the government. Where’s the logic?,"Dec 17, 2021"
@ffsjaems,kind of trash. #RakyatJagaRakyat bcs we've only got each other back,"Dec 19, 2021"
@fiedo_did0,Only here in Twitter people cares about the ones who's involved in the flood. Those in FB and IG just doesn't give a fffffff. Pathetic. #KerajaanGagal #RakyatJagaRakyat,"Dec 21, 2021"
@fieyra195,"..Especially in this difficult time with covid, people needs & appreciates help more. They will remember who help them most come GE15 later. #LAWAN  #KerajaanGagal","Aug 21, 2021"
@fiqahdarisabah,"As heartsick as it makes me to come on Twitter and see all the chaos, it also warms me to see the togetherness and solidarity. THIS is what it means to be Malaysian. #RakyatJagaRakyat","Dec 20, 2021"
@fiqahdarisabah,When we say we want better recycling policies for environmental benefits WE DO NOT MEAN RECYCLE THE CABINET  #KerajaanGagal,"Aug 27, 2021"
@firdaus_h,Can hardly call the new cabinet NEW cabinet when it comprises of the same people from #KerajaanGagal line-up. Did they think having the same people will produce different results?,"Aug 29, 2021"
@firdausmohdali,"If a monkey hoarded more bananas than it could eat, while most of the other monkeys starved, scientists would study that monkey to figure out what the heck was wrong with it. When humans do it, we make him the prime minister.#MandatRakyat #KerajaanGagal","Aug 21, 2021"
@fiza_hashim_76,"unsung hero, no press, no camera, just pure heart...respect #RakyatJagaRakyat","Dec 25, 2021"
@fkppktnw,"#KitaJagaKita #RakyatJagaRakyat 

stay safe and take care everyone. feel free to reach out when there’s no help. do not panic and and try to stay aware about your surroundings especially when there’s adults and families with kids & babies. hang in there, we get this! <3 ","Dec 19, 2021"
@flakeyroticanai,"Stay mad, guys. #KerajaanGagal","Dec 21, 2021"
@flinggggg,"What a nonsense act to close down the whole KL city and public transportation just because of the rally, when the people needed you during flood where are you?? #TangkapAzamBaki #KerajaanGagal","Jan 22, 2022"
@flowrjin,anyone on road please be extra careful as many roads tanah dah mendap and dah banyak lopak. #daruratbanjir #RakyatJagaRakyat,"Dec 19, 2021"
@flowrjin,can anyone please focus on sri muda??? they've been crying for help since yesterday #RakyatJagaRakyat #daruratbanjir,"Dec 19, 2021"
@flowrjin,hi anyway if ada sesiapa nampak anyone yang nak jual their books to mangsa banjir but they cannot pay for the postage please do let me know. if it still within my budget i would love to help!! #RakyatJagaRakyat  #KerajaanGagalLagi #DaruratBanjir,"Dec 20, 2021"
@flux_z,just #KerajaanGagal tings,"Dec 18, 2021"
@flyingEarthling,What a #KerajaanGagal again!  What did your 100-day KPI achieve?  Why didn’t Ismail say something on live TV on the 19th?,"Dec 23, 2021"
@fnkong,"Interesting thought. The people voted against UMNO during the 14th General Elections. If 
@IsmailSabri60 is indeed chosen to be the 9th Prime Minister, then is that not a circumvention of the election results?

#KerajaanGagal 
#KerajaanPintuBelakang 
#NotMyPM","Aug 19, 2021"
@fnkong,"Last year, PH had 114 MPs who signed SDs in support of @chedetofficial but still failed.

Will history repeat with PN and its gang of 114 MPs?

#KerajaanGagal 
#KerajaanPintuBelakang 
#NotMyPM","Aug 19, 2021"
@fontooo,"You had one job, turtleman! Cant even gatekeep for another 90 days ffs goddamn fail  #KerajaanGagal","Oct 10, 2022"
@frafzan,"Wtf. Literally UMNO kondem #KerajaanGagal due to Covid handling & rakyat susah so they jatuhkan cabinet TSMY, got new PM from UMNO and basically recycle the same cabinet. UMNO just want the PM post all along. Nothing to do with rakyat or anything. UMNO dulu & selamanya sama shj.","Aug 27, 2021"
@frainywoo,THE GOVERNMENT DOESN'T GIVE A FUCK! SORRY BUT #KerajaanGagal,"Dec 19, 2021"
@freddytan,"Not sure about the parliamentary cabinet but Ismail Sabri's wardrobe cabinet will surely kembang. 

#PM9 #KerajaanGagal","Aug 20, 2021"
@frhnbhrn,"The amount of people who had to disclose their most sensitive information during this dire time of need 

The fact that this was expected and could be avoided.

#KerajaanGagalLagi #KerajaanGagal #DaruratBanjir","Dec 19, 2021"
@fronterraz,"This is the proof that Malaysian have a big and warm hearts . The moment that uncle comb his hair, it just like father and son. Please, keep this unity. Don’t let this faith being robbed by politicians. #RakyatJagaRakyat","Jan 13, 2022"
@ftnabiiilah,"Is there not one good soul in SPRM left #TangkapAzamBaki
#KerajaanGagal","Jan 22, 2022"
@fuadbiz100,"I DONT AGREE IF ISMAIL SABRI IS THE NEW PM. A FAILED GOVERNMENT TO BE RE-APPOINTED. 

I DOUBT HIS CAPABILITIES AND THE NEXT CABINET MEMBERS WHICH WOULD BE ABOUT THE SAME AS GHE PREVIOUS INCAPABLE CABINET

#ismailsabri  #anwaribrahim
 #hadiawang
#kerajaangagal
#ismailsabriout","Aug 19, 2021"
@fuckmathsss,they want us to vote them as government for nothing. #KerajaanGagal,"Dec 19, 2021"
@funnyxsworld,"Not holding out for any improvement going by past records.  Embracing mediocrity will be the norm. Competing downwards will proliferate. 
We suffer a generational lost whilst other nations surpass us.
#rakyatjagarakyat at best.","Aug 19, 2021"
@fxhmyy_,"AGAIN, #KerajaanGagal !!!!!!","Dec 18, 2021"
@fyqaahhrzk,"at this point, rakyat hanya bantu rakyat. There's no more kerajaan in our country. We're all this together so we can do this. No need a government, they even celebrated their nonsense party in the middle of people who's drowning n seek for help? Shame on u. #RakyatJagaRakyat","Dec 20, 2021"
