Twitter Username,Post,Date Posted
@camancher2012,"Disagree YB.

This is #KerajaanGagal","Jul 27, 2022"
@camancher2012,"Good advice.

#KerajaanGagal","Jul 4, 2022"
@camancher2012,"Good point.
Agreed.

#KerajaanGagal 
#kerajaanlembab","Jan 8, 2022"
@camancher2012,"IMO YDPA was disappointed as well as the rakyat. But YDPA had no choice. YDPA was pressured frm #KerajaanGagal to make decision.
Umno top 5 & cronies bulldozed everyone in the country including the royals just to save their political career & interests.

#CorruptionGreedandLies","Oct 11, 2022"
@camancher2012,"No reason no excuse.

#KerajaanGagal #KerajaanLEMBAB","Jan 20, 2022"
@camancher2012,"Now he put the blame on rakyat especially the flood victims #BanjirSriMuda

Ppl were stranded on their rooftops for 2 days, fear for their lives, starving & trauma, but this man has no empathy at all. 

Head shld roll ASAP 
#RESIGN 

#Rakyatkecewa #KerajaanGagal #Kerajaanzalim","Dec 20, 2021"
@camancher2012,"Now let's do this...

#ismailsabriletakjawatan 
#KerajaanGagal","Jan 9, 2022"
@camancher2012,"Perhaps too much hopes on him in this new govt, whn he was also a DPM & Minister,part of the previous #KerajaanGagal","Aug 27, 2021"
@camancher2012,"Resign lah!
#KerajaanGagal #letakjawatan 
#Resign","Dec 25, 2021"
@camancher2012,"Speaker @MYParlimen sepatutnya dipecat segera.

He shld be fired by YDP Agong.

No compassion at all abt rakyat. No mercy. 

He's inhumane. Wicked & evil.

#KerajaanGagal 
#artharunletakjawatan
#speakermustresign","Dec 20, 2021"
@camancher2012,"The current administration in our govt is definitely fail to help rakyat.

Just like the Republicans in the US, our leaders just don't care anymore abt rakyat welfare.

The only solution now is to vote them out in next general elections, ie. PRU15.

#VoteThemOut 
#KerajaanGagal","May 28, 2022"
@camancher2012,"Then he expects rakyat to believe that. 
His reputations now is zero. 
Better resign. 

#KerajaanGagal","Jan 5, 2022"
@camancher2012,"Too many. Btw whr hv you been? Why you still ignore this #KerajaanGagal many failures and incompetent ministers. 

DYK why the factories are still open when covid19 cases are spreading & killing many innocent people in Malaysia?","Aug 14, 2021"
@camyKKKK,#GE15 shud we trend #KerajaanGagal by now,"Nov 20, 2022"
@canyaseethis,"anyways there's an official app by Jabatan Tenaga Kerja called WFW to make confidential complaints against the company. JTK does tend to take action but its concerning that a ton of companies are doing this. then again, i look at the stupid ass policy makers. #KerajaanGagal","Aug 20, 2021"
@carol_nst,"If Yang Dipertuan Agong appoints Ismail Sabri or any idiot from BN/Bersatu & their cronies, he might as well go on TV and give a big  to Malaysia's democracy and the rakyat's choice. No difference mah
#RIPMalaysiandemocracy 
#KerajaanGagal #kerajaanderhaka #NotMyPM","Aug 19, 2021"
@cckkpr,@anwaribrahim you are having too many advisors just to reward them. Advisors getting to be more than Ministers. Not another #Kerajaangagal.,Jan 29
@cckkpr,Of all people #kerajaangagal,Jan 2
@cek_suhana,@IsmailSabri60 memang dah tak ada muka lain ke sampai kena recycle semua incompetant ministers ni? How about Azalina and Shahril Hamdan? Why you didnt include them? Are you out of your mind? Why are u giving us the same #KerajaanGagal,"Aug 27, 2021"
@chadist__,RIP Malaysia #KerajaanGagal,"Aug 27, 2021"
@chaemintchoco,"Ppl rlly have lost their hopes for malaysia, #KerajaanGagal is trending once again, honestly me too","Nov 20, 2022"
@chainednomad123,"say NO to #PerikatanNasional, say NO to #KerajaanGagal","Nov 23, 2022"
@chandraarjun_my,"Okay Malaysia. Enough having hopes.

Back to dying. #KerajaanGagal","Aug 20, 2021"
@cheenabookit,"I don't really 'borong' or sweep every @Lahseminit derivative  but I do love how everyone came together to create art that makes people laugh, cry and laugh some more. These are trying times (banjir, #kerajaangagal, market berdarah, etc) and we sure could use more laughter kan?","Jan 8, 2022"
@cheeseslic3,Damn that new hashtag #KerajaanGagal  should have been used since we started having a gov lmao took ppl enough time to realize,"Aug 18, 2021"
@cheguassan,Some of them just failed to do their duty in previous cabinet #KerajaanGagal ...,"Aug 27, 2021"
@chegukimia,"From #KerajaanGagal to #KerajaanPembunuh in one hell of a year,","Dec 21, 2021"
@chegyul_,#KerajaanGagal is trending again oho,"Nov 9, 2022"
@cheriejjun,muhyiddin is not my pm.,"Nov 22, 2022"
@cheryl86081930,"Bcoz they chose their religion rather than the well-being of the country, good luck man, they all deserve it if we have #KerajaanGagal 2.0","Nov 20, 2022"
@cheryl86081930,"But in fact, the #NotMyPM tags which trending in Twitter is for ur abah, the #KerajaanGagal","Nov 21, 2022"
@cheryl86081930,"Congrats for the feller who voted for PN, #KerajaanGagal is back again, kena gantung bendera putih again for another 5 years time woohooo Wish y'all good luck","Nov 20, 2022"
@cheryl86081930,"Congrats to y'all who voted for PN, #kerajaangagal is back! And don't complain this and that later hahaha","Nov 20, 2022"
@cheryl86081930,"Don't know, but it's better than gabung with PN, the #KerajaanGagal","Nov 20, 2022"
@cheryl86081930,"Fed up already, voted for a better Malaysia end up back to #KerajaanGagal again","Nov 20, 2022"
@cheryl86081930,"For sure, BN will be rulling in the GOV, no matter PH or PN, since both of them are not enough majority seats, but I personally hope to see PH + BN rather than PN + BN (this gabungan confirm #KerajaanGagal 2.0)","Nov 21, 2022"
@cheryl86081930,"Hahaha #kerajaangagal is back again!!!! Later y'all don't complain if the living cost rise, don't gantung bendera putih jugak ye. You all deserved it, padan muka","Nov 20, 2022"
@cheryl86081930,Haiya they only care about their races and religion that's why they voted for a #KerajaanGagal,"Nov 20, 2022"
@cheryl86081930,"I personally disagree PH to work together with BN, but no choice for now right? Working with BN is better than #KerajaanGagal bcome the GOV","Nov 21, 2022"
@cheryl86081930,"I'm not happy with PN wons, how come y'all voted for a #kerajaangagal, y'all lupa ke bendera putih tu, nak gantung lagi for 5 years time? Malaysia now become worst and worst haha fed up","Nov 20, 2022"
@cheryl86081930,The youngers on TIKTOK didn't know how we suffered during the #KerajaanGagal period since they haven't make any money. They just easily brainwashed by the media2 on TIKTOK,"Nov 21, 2022"
@cheryl86081930,"They didn't get the majority seat and the only way to become the gov is to gabung with parti lain, is there any good recommendation from u for not to gabung with BN? If they not gabung with BN, then the loser party #KerajaanGagal will be back, and rakyat will suffer again.","Nov 20, 2022"
@cheryl86081930,"Tiktok tu ramai org muda yg guna, they don't know how we all survived during the #KerajaanGagal period, since they're still study and not yet make money haha","Nov 20, 2022"
@cheryl86081930,Will be #kerajaangagal 2.0 i guess haha,"Nov 20, 2022"
@cheryl86081930,"gonna immigrate to other country. Malaysia got no hopes, just let all the dirty politician keep playing with the race card, and wish all the feller that voted for PN will survive in #Kerajaangagal. Good luck","Nov 20, 2022"
@cherylwoo87,"#KerajaanGagal is trending again, hohoho  The rakyat is PISSED.","Nov 9, 2022"
@chesterclement,PPN got binned just like that. #KerajaanGagal,"Aug 15, 2021"
@chiaaseedss,May god helps all the victims. #kerajaangagal,"Dec 18, 2021"
@chinepaiyenoffl,"People who say it's OK we suffered in 2021.. Uhm bitch more than half) of it is unnecessary and avoidable and it's caused by either the #KerajaanGagal (government) or people who are just ignorant, cruel and unprofessional.

So.. No. Its not OK.","Jan 1, 2022"
@chinepaiyenoffl,What else we need to know.. This is obviously a #KerajaanGagal,"Dec 18, 2021"
@chinepaiyenoffl,"Why did people actually think this toad is gonna do anything different? 

Exhibit A putting back the old cabinet with a tint of reshuffle... Cuz the others in the bunch at either full out criminals or might pull another coup lol

#KerajaanGagal","Aug 27, 2021"
@chipsmorezzzzzz,"Wht am I waiting for :- 

1) Muhyiddin resign 
2) DSAI for the next PM
3) Repeat sampai abang jamil mamposss

#KerajaanGagal
#MuhyiddinOut","Aug 15, 2021"
@chobumm,#KerajaanGagal why do you guys vote for PN  oh my god,"Nov 20, 2022"
@chooiyc,"Glad i slept thru d nite instead of keeping up w d numbers.
But now that we're here... the power hungry shitheads want to see #KerajaanGagal 1.0 do a 3.0?
Why are d Rakyat not ur priority? #GE15 #PRU15","Nov 20, 2022"
@chooiyc,"Good news is, we’re starting from the same, known low baseline.
#KerajaanGagal

Bad news is, we know they are capable of going lower every time.
#KerajaanGagal69","Aug 27, 2021"
@chooiyc,"LCS project
Defense Ministry
Troll farms
Tasik Chini, etc
#KerajaanGagal2
#KerajaanGagal
#KerajaanGagal2GagalSekaliLagi 

Voters, pls see the forest, not just the trees. #GE15","Aug 7, 2022"
@chooiyc,"Majority from PN #KabinetMangkuk #KerajaanGagal #KerajaanPembunuh must GO
You have been & are part of the problem, never had solutions & did not even, at least, do your job!","Aug 15, 2021"
@chooiyc,"No more #KerajaanGagal 1.0 under Moo
No to a potential #KerajaanGagal 3.0 under PAS

Please anything but PN after #GE15 #PRU15
#BorneoBlock Malaysia needs to move forwards, not slide backwards.","Nov 20, 2022"
@chowchowspam,"Remember, those in power have the power to prevent all of tis from happening. They could've took precautionary measures, evacuated citizens, enhance the drainage system.

They had more than enough time to do all that yet they didn't.

They failed us. 
#kerajaangagal","Dec 19, 2021"
@chowchowspam,"While our rakyat are trying to survive this nightmare. Those in power were enjoying their party.

Every single rakyat is doing more to help flood victims compared to the incompetent gov. 

#KerajaanGagal","Dec 19, 2021"
@choy0214,NOOOOOO!  It's the return of #KerajaanGagal! I'm in loss of words now. We're in the endgame now......,"Aug 20, 2021"
@choy0214,Sigh. It's still the same #KerajaanGagal  as before. Most of the politikus retain their posts. It's like changing the tyre instead of changing the whole wheel. Greetings to #KerajaanGagal2! Rakyat have to suffer again.,"Aug 27, 2021"
@choy0214,"We don't want the return of this #KerajaanGagal since we've been suffering a lot then.

We need Anwar our 9th PM to lead Malaysia. Wish him for the best!","Aug 18, 2021"
@chris_noah12,"During the recent floods, we asked and counted on each other for help. Not the authorities. Not the elected officials. That says a lot #KerajaanGagal #KitaJagaKita","Dec 21, 2021"
@chrislim0628,So who are the #kerajaangagal ??,"Jun 13, 2022"
@chrisyht,"Dine in,
Even if you can, doesn't mean you should!

#tetapgagal #kerajaangagal","Aug 19, 2021"
@cikjann01,Literally cried as i cant be much of help..also cried because of #KerajaanGagal,"Dec 19, 2021"
@ciknenas00my,"for me its better don't have  a PM , dari ada PM tk boleh pkai . #KerajaanGagal","Dec 19, 2021"
@cintajusticeku,If you were stuck in the flood right now you wouldn't make this joke! Seriously there are more 30k victims of flood rn yet the parliament is not doing anything not even to reschedule to help rakyat. Clearly it's just to help the politicians yg gila kuasa! #kerajaanGagal,"Dec 20, 2022"
@cintajusticeku,"Kerajaan perpaduan is the best thing that happened in last 10 years 

#kerajaangagal",May 29
@cintajusticeku,The government has done nothing to stop hate speech and islamophobia from its own minister. Such a failed govt. #kerajaangagal,Feb 17
@cintalicky,Not this again #KerajaanGagal,"Dec 19, 2021"
@citizenlame,"Same shit, different bucket.
Just some new lipstick on the same pig.
#KerajaanGagal 2.0
#KerajaanGagal Reloaded","Sep 2, 2021"
@clownmoomoo,"DO NOT DONATE TO GOVERNMENT
#KerajaanBangsat 
#KerajaanGagal 
#KerajaanPembunuh","Dec 24, 2021"
@codey_lim,: SPANISH FLY will have mass production in #malaysia soon. it’s part of the science innovation by Malaysia science department  #KerajaanGagal,"Aug 27, 2021"
@coldr4m3n,"I wish I can waterboard all of them while making them look at EVERY SINGLE FACE of those who perished. 

ALL OF THEM DIED IN VAIN.

#KerajaanPembunuh #KerajaanGagal #KerajaanBangsat #BanjirDarurat","Dec 21, 2021"
@colo2qualer,"Wah ramainya penjilat #KerajaanBangsat #KerajaanGagal. Your bar is too low bro, same level as Zimbabwean government. Nice.","Dec 19, 2021"
@cookiem41143269,DAP = Putrajaya ? DAP = renovation projects in PM homes  #kerajaangagal #TruthMatters #GE15,"Oct 7, 2021"
@crazeemunky,"#KerajaanGagal is still #KerajaanGagal, #kerajaanpembunuh 

stop giving them any compliance or recognition, much less congratulations. they are literally allowing malaysians to die in this pandemic. we shouldn't even be tolerating their existence.","Aug 27, 2021"
@crispmcnuggs,"This 31st of August, ""Merdeka"" don't mean shit anymore with whatever shit the government is pulling with the rakyat. #kerajaangagal and Ism*il S*bri can fuck off. There's no more freedom in the country under their dictatorship","Aug 20, 2021"
@cronsilo,Please  no more midin #KerajaanGagal,"Nov 21, 2022"
@cteeannie,And rakyat truly believes that only They #KerajaanBangsat #KerajaanGagal #KerajaanGagalLagi can deliver.,"Dec 30, 2021"
@cwrzxe,#KerajaanGagal no shit bro they failed us so many times..we are legit screaming for help on all social media platforms but here they are? shaking their ass #banjir2021,"Dec 19, 2021"
@cxianyao,"Kelantan people chill and relax only, last time Klang Valley flooding top trend and tagging #kerajaangagal. Respect their mental.","Dec 18, 2022"
@cycwong,@MuhyiddinYassin Please go with some dignity by keeping things short and sweet instead of giving morality lessons in political backstabbing & power games. #incompetence #corruption #KerajaanGagal,"Aug 16, 2021"
@cycwong,"Azam Baki, Guilty as Perceived, Corrupted as Actual. Stop talking nonsense. You should be charge in a Court of Law for breaking the golden rule of anti-corruption, if is looks like corruption, it is. #corruption #KerajaanGagal","Jan 7, 2022"
@cycwong,"Boldly move forward your head. You need to focus on the technologies, big data, information technology, track & trace systems that can be used to fight Covid-19. Not pie in the sky long term resource draining pipe dreams. Get real or get lost. #KerajaanGagal","Aug 29, 2021"
@cycwong,"For #TangkapAzamBaki, you can mobilize PDRM to shutdown KL city centre. And you find it hard to mobilize inter-agency during the floods? #KerajaanGagal","Jan 22, 2022"
@cycwong,"I cannot brain why PDRM need to deploy assets, resources and trouble the rakyat when it's just only a protest. You no learn from all the previous protests and still not growing ears to listen??? #KerajaanGagal #TangkapAzamBaki","Jan 22, 2022"
@cycwong,I think you should stop saying anything as you are the worst part of #KerajaanGagal,"Dec 22, 2021"
@cycwong,"No backdoor voting using WhatsApp please. We wanna see real representatives in our Parlimen, voting and counting real votes for the Rakyat to see. #KerajaanGagal","Aug 17, 2021"
@cycwong,"Noh Omar is the MKN lead who wasn't, disaster tourist who is, and talks like he swam thru mud to save lives when he didn't. #KerajaanGagal #DaruratBanjir #MenteriKayu #KerajaanBangsat","Dec 22, 2021"
@cycwong,"OK. Thanks for all the Fish. Bye. 

#KerajaanGagal","Aug 16, 2021"
@cycwong,What kinda Kayu have we maintained in the new kabinet? All the Kayu fellas. #KerajaanGagal #MasihGagal #LagiGagal,"Aug 27, 2021"
@cycwong,"Why is Azam Baki still bossing MACC, shouldn't he be gone already [in the normal world]?? #KerajaanGagal #Corrupted #MACC","Jan 16, 2022"
@cytoo_kevin,BN? It’s the same thrash from PN #KerajaanGagal,"Aug 17, 2021"
@cytoo_kevin,Finally coming out from his cave. Rakyat tak bodoh macam kau. Say what you want.  #kerajaangagal,May 17
@cytoo_kevin,It’s 2022 and technology is available easily for  gov to adopt and implement. But y is it so difficult to get things done? I am sure most  know the answer. #KerajaanGagal,"Oct 1, 2022"
@cytoo_kevin,PN 2.0 #KerajaanGagal. It’s going to collapse in a short while too. Cant wait to see Bersatu or PAS back stabbing them.,"Aug 19, 2021"
@cytoo_kevin,Rakyat remember clearly how our nation suffered during countless lockdown & flood that took so many precious life away from us during #KerajaanGagal time. They failed us rakyat horribly and have no clue to run the country. This is the payback time!,"Nov 18, 2022"
@cytoo_kevin,"So many young children lose their parents, many committed suicide, businesses fold. You failed the Rakyat horribly and we remembered till we die. Your hands are stenched with blood #KerajaanGagal. Vote them out!","Nov 19, 2022"
@cytoo_kevin,"Total BS. Remember how you took our freedom away with your #Kerajaangagal policies. Countless lockdown, media suppression, countless investigations on Rakyat voicing their opinion, etc…",Mar 12
@cytoo_kevin,What! Kau nak sembang kompeten. You are part of the worst government ever in Malaysia history #Kerajaangagal,May 7
@dadumbpotato__,getting dejavu of #KerajaanGagal ,"Nov 20, 2022"
@dalvyndhillon,Malaysia is already failing and you're just going to bring us further down. #kerajaangagal,"Nov 20, 2022"
@damiakhairul,"morning Malaysia, nak get ready #NotMyPM and #KerajaanGagal hv a guuudd dayyy today kita perlu positiveeee ","Nov 23, 2022"
@dandineshthomas,"#kerajaangagal 2.0 continues. 

Ismail Sabri had an opportunity to reform and introduce new, young, fresh faces but he threw that away.

The only silver lining is probably KJ as health minister. #keluargaismail not keluarga Malaysia.","Aug 27, 2021"
@danialwrx,"pls, the hashtag is for people seeking help. something like this im pretty sure you can use #KerajaanGagal  or something else. Thank you for understanding.","Dec 19, 2021"
@danidinoboi,lowkey cant handle #KerajaanGagal 2.0 *sigh,"Aug 20, 2021"
@danishadem,"looks like #kerajaangagal continues.

our political system is still bound by the seniority system and mindset. Ismail Sabri had the chance to improve and introduce new, youthful, competent members but he blew it.

kept all the worst and non-performers. good luck to all of us.","Aug 27, 2021"
@danishnm6,"If he's giving a final address tonight, Anwar should turn the tables on Muhyiddin's performative praying by sedekahing a doa for the 36,574 who did not make it to GE15 to vote for a better Malaysia, most of whom died because of Muhyiddin-Ismail Sabri's #KerajaanGagal negligence.","Nov 18, 2022"
@danishrahfidi,#KerajaanGagal not sure how people still support this gov,"Dec 18, 2021"
@danishrahfidi,"This government are lucky bcs sekarang got twitter, ig, tiktok, etc. People can help each other, they can simply lepas tangan and take their own sweet time #KerajaanGagal","Dec 18, 2021"
@danishrahfidi,nak juggle covid + flood? gg #KerajaanGagal,"Dec 19, 2021"
@dannyisacommie,I really think it's time for us to bring back #KerajaanGagal,"Dec 19, 2021"
@dannyone,remember #kitajagakita？ remember #KerajaanGagal ?,"Nov 14, 2022"
@daphne__melab,"Can anyone recall the desperate scream for help from this area last year. Whole place was dark and traumatising till now. 
I remember so well
#KerajaanGagal #KitaJagaKita","Nov 17, 2022"
@daphne__melab,"Exactly
Damage could be minimised......
If only the gomen is a capable one.
Seblm dan sekrg #KerajaanGagal","Dec 19, 2021"
@daphne__melab,"I remember so well
#KerajaanGagal was created because of him","Nov 14, 2022"
@dapmalaysia,"You have the power to change things on 12th March, don’t throw it away! Don’t get stuck with another #KerajaanGagal for the next 5 years. Enough is enough

#PRNJohor #JohorBangkit","Mar 3, 2022"
@dare2lust,good luck joining hands with #KerajaanGagal ,"Nov 20, 2022"
@darwinazulkifli,"""not all politicians"" is the new ""not all men"" aiyayai~

#KerajaanGagal #KeluargaMalaysia","Oct 7, 2022"
@darwinazulkifli,"I’m gonna mute this rempit word bossku

#KerajaanGagal #MemalukanNegara #NationalEmbarrassment","Feb 5, 2022"
@darwinazulkifli,"achievement of the day:

blocked and reported Facebook’s extremists malay groups & posts for hate speech

#KitaJagaKita #RakyatJagaRakyat #taliban #talibanterrorist #haramkanpas #hapuskanpas #KerajaanGagal #KerajaanGagal2","Aug 31, 2021"
@darwinazulkifli,"bunch of cowardly clowns

#KerajaanGagal","Nov 27, 2021"
@darwinazulkifli,"how can the ministers missed out the parliamentary debates about our national budget? company budget nak kena submit lagi 3 bulan pun kau dah panic masuk semua meeting & review semua initiative,ni pulak budget negara,what kind of circus are we running here?

#KerajaanGagal","Nov 13, 2021"
@darwinazulkifli,"looking at all the shitty people who claim they're going to heaven(the insufferable people in PAS) hell looks like a better destination

#KitaJagaKita #KerajaanGagal #KerajaanPembunuh","Jan 4, 2022"
@darwinazulkifli,"maybe leave politics to the politicians

#KitaJagaKita #RakyatJagaRakyat #KerajaanPembunuh #KerajaanGagal #KerajaanGagalLagi #KerajaanGagal2","Jan 4, 2022"
@darwinazulkifli,"some people gebang but when it comes to actual work macam ehhh your range besar tu je ke... hmmkay...

#KerajaanGagal #KerajaanBangsat #KerajaanCirit #KerajaanBodoh #hapuskanpas #haramkanpas","Aug 21, 2021"
@darwinazulkifli,"thing is we should have a proper entertainer's guild with set rates and hours,rules for child performers etc but nope,TV stations & production houses still paying peanuts and then wonder why locals regard local shows as sampah

#KerajaanGagal","Nov 30, 2021"
@dassoncx,bring back #KerajaanGagal #KerajaanDerhaka,"Nov 20, 2022"
@davetoh_2020,"@SPRMMalaysia @sprmcommunity 

buying shares on behalf of a person/relative is WRONG. period @SecComMY 

why is @SPRMMalaysia condoning this activity??? 

SHAMEFUL. Top management should all resign. 

#azambakiletakjawatan
#sprmmgagal
#KerajaanGagal","Jan 9, 2022"
@davetoh_2020,"Accept a top official lied to the rakyat??? this is a disgrace!

#KerajaanGagal 
#ismailsabriletakjawatan","Jan 20, 2022"
@davetoh_2020,"Bollocks @IsmailSabri60 

#KerajaanGagal 
#KerajaanBangsat 
#pmletakjawatan","Jan 21, 2022"
@davetoh_2020,"Heroes all of you. Bravo. 

#azambakiletakjawatan
#KerajaanBangsat 
#KerajaanGagal","Jan 22, 2022"
@davetoh_2020,"MACC's call on corruption is akin to PM @IsmailSabri60  appointing convicted criminal @NajibRazak as financial advisor. 

What a load of CROCK this govt has become. 

#KerajaanGagal 
#KerajaanBangsat 
#ismailsabriletakjawatan","Jan 5, 2022"
@davetoh_2020,"One of the reasons we need a RESET in this govt. Overpaid and underproductive ministers. 

#KBSMalaysiaBODOH
#KerajaanGagal 
#KerajaanBangsat 
#ismailsabriletakjawatan","Jan 7, 2022"
@davetoh_2020,"That's the root cause of the failure of the govt - when u are satisfied with sub-standard explanations and unwilling to improve your discourse. And then have the cheek to fault those questioning you. 

#KerajaanGagal 
#KerajaanBangsat 
#ismailsabriletakjawatan","Jan 25, 2022"
@davetoh_2020,"What nonsense is this??? @PDRMsia - another NFA here perhaps???

#KerajaanGagal 
#IsmailSabriOut 
#ismailbodoh","Aug 24, 2021"
@davetoh_2020,"Worst if no action by our beloved Speaker (NOT!!!)
Shameless

#KerajaanGagal 
#kerajaanbodoh 
#kerajaangagallagi","Mar 8, 2022"
@davetoh_2020,"low class university for a low class PM - very befitting. 
@IsmailSabri60 

#kerajaangagal
#NotMyPM","May 24, 2022"
@davidwong27, what ah terrible way to show that “I ALSO CARE”! Too much of #KerajaanGagal way is toxic & totally unsuitable + insensitive on every count! ,"Dec 25, 2021"
@davidwong27,#UndiBanjir #KerajaanGagal nonetheless all rkyt should not be discouraged to come out in FULL FORCE to exercise the biggest power tt rykt has which is their individual VOTE!Vote wisely&elect those v can trust who can bring real change to Msia&save Msia from kleptocrats!PH,"Nov 14, 2022"
@davidwong27,Can’t expect kurang cerdik ppl to execute a cerdik plan lah!Banggang punya minister can never learn!We’re living in 2022&such basic children’s right also can’t be protected by a ministry created for women&children!So still wanna talk about a developed ctry? Mylah!#KerajaanGagal,"Mar 22, 2022"
@davidwong27,"The outer printing may costs even more than the contents! TNS punya #KerajaanGagal this govt is so pathetic,useless&insensitive! Any NGOs just like Gurdwara Sahib PJ carries out better&more effective food banks/relief delivery services than our govt ministries! #KitaJagaKita ","Dec 25, 2021"
@davidwong27,Tt’s the best or better scenario lah bro…v always wanna hope for something better!So far rkyt r all fed up with this #KerajaanGagal lah…if not PRU15 then PRU16 loh!Let younger generations lead or otherwise Msia may reach a point of no return situation where everything FAILS!,"Jan 10, 2022"
@dayahalim1,"To avoid becoming a dumb society, we must invest heavily in public education. Otherwise, they'll keep electing crooked leaders, and the corruption cycle will never end.

#TangkapAzamBaki #SPRM #KerajaanGagal #education","Jan 22, 2022"
@ddalnun,"I'm so excited for tomorrow. Semoga yang baik baik untuk kita. #KerajaanGagal was painful, mental draining to me. So do your part !","Nov 19, 2022"
@ddalnun,Remember those dark episode of #KerajaanGagal #kerajaanderhaka ? Do your part as a Malaysian dan SELAMAT MENGUNDIIIII!!!!!!,"Nov 19, 2022"
@ddylh88,"Rip this country’s democracy
#Kerajaangagal","Aug 20, 2021"
@dearlyeonjun_,"democracy is dead. the losers are allowed to form a coalition, so our votes don’t matter at all. disappointed but not surprised #NotMyPM #GE15 #KerajaanGagal","Nov 20, 2022"
@dearlyeonjun_,"in the next 5 years, don’t ever complain about recession in our economy, unstable government, poor education system or your low income because yall chose not to make any changes in this country #NotMyPM #GE15 #KerajaanGagal","Nov 20, 2022"
@deballzmodels,Bonus This is #kerajaangagal #kerajaangagal2,"Sep 11, 2021"
@deballzmodels,PH-BN-Warisan is the best and only choice. I believe our Agong is the wisest one and he won't allowed #kerajaangagal to be reform again. It's a super nightmare during the pandemic last 2 years. Anwar Ibrahim as 10th Prime Minister. All eyes on Istana Negara now!,"Nov 22, 2022"
@deebankumar_10,Back to serve! More like back to #KerajaanGagal!,"Aug 27, 2021"
@deebankumar_10,"Continue the jilat work, good job! #KerajaanGagal","Aug 16, 2021"
@delineffendy,It's really disheartening because I really hoped that GE15 would turn the table around. I'm not okay with Muhyiddin leading the country again. Pergi la tengok #KerajaanGagal kalau tiba2 rasa tak ingat damage apa musibat ni dah buat. Pusing tang tu pusing tang ni benda sama juga.,"Nov 20, 2022"
@demouse28,"Muhyiddin is #NotMyPM

But whoever that replaces him that's from PN/BN/PAS, is also #NotMyPM","Aug 16, 2021"
@dengar_kata,"#KerajaanGagal in a football match, referee exist to ensure fair play. Referee can't be seen to play ball.","Aug 18, 2021"
@deorunner,"Agong's opening speech during this session of Dewan Negara sitting is purely propaganda of the current BS government.

Agong siap remarks, ""panjang lagi..."" and he was seen catching / out of his breath reading the propaganda speech. #kerajaangagal","Feb 28, 2022"
@derek_lfc,"#KerajaanGagal is back as #KerajaanGagal2. Hopefully not bigger and ""better"".","Aug 27, 2021"
@derianya,#KerajaanGagal is at another higher level. U guys have proven 1 more round,"Dec 18, 2021"
@devprasad888,It's time to change the government. #KerajaanGagal #KerajaanGagalLagi,"Jan 21, 2022"
@devprasad888,New National Record again for Malaysia! 22948! Those that voted for the same people to remain in power should never ever be voted in again! #SameIdiotsDifferentBadge #KerajaanGagal,"Aug 19, 2021"
@dezaideden,#KerajaanGagal 2: Electric Boogaloo,"Aug 27, 2021"
@dharsh4na,muhyiddin and this fucker is definitely not my pm fuck off,"Aug 20, 2021"
@dharshie_,Tweet of the day  #KerajaanGagal,"Jan 20, 2022"
@dhiafza,again #NotMyPM #KerajaanGagal ,"Nov 20, 2022"
@dhnshg,"People be arguing about who the next PM should be while I’m here like.. 

Bruv, whoever tf it is .. I hope they would put the rakyat first. To ensure we undo the mess that has been done. No more corruption, greed or racism (and so much more). 

#KerajaanTumbang #KerajaanGagal","Aug 16, 2021"
@dianasuhrr,same old shit #KerajaanGagal,"Aug 27, 2021"
@dianazhri,"Remember #KerajaanGagal ? Those PN peeps were once BN, were once PH. They are sneaky.","Nov 19, 2022"
@diannnatasha,So now #KerajaanGagal 2.0 ke?,"Aug 20, 2021"
@dienaliyanaWR,So were back to square one huh?  There's no different. So whats the point? He played a part in the govt failure kot. You got us into this mess today lah old geezer. Dasar #KerajaanGagal,"Aug 18, 2021"
@dill_zaini99,"Damn I hate my country . So step down plz, oldies. #KerajaanGagal","Nov 9, 2022"
@dinaerejudy,NO #KerajaanGagal 2.0 PLEASE IM BEGGING,"Aug 18, 2021"
@dinss97,"Adham Baba doesn't sound like someone from Medical Background.
Having Dr n medical experience, we hope for ""Scientific & Proven ways"".

As the prev. Health Minister...he even  made up facts. If we all drink ""warm water"" as said, Msia will be FREE OF COVID now #KerajaanGagal","Aug 27, 2021"
@diyanahasnan_,"So many heartbreaking news everywhere i wish i could do more but those who can, mfs rule the country actually shit on it
#KerajaanGagal","Dec 22, 2021"
@domesticgod8,"He manipulated every trick in the book to stay in his seat #adios 

12k lives lost under his mgmt 

#kerajaangagal","Aug 15, 2021"
@donliew7,@AbdLatiffAhmad has no shame. How many people died because he did nothing. How many people suffered because he didn't care. Totally useless and giving excuses only. #KerajaanGagal,"Dec 23, 2021"
@donliew7,"@AbdLatiffAhmad should not just talk, be honourable and just quit. Stop talking through your arse. #KerajaanGagal","Dec 23, 2021"
@donliew7,@tzafrul_aziz is a wanabe politician la. Totally shameless and exactly like all his colleagues in the cabinet #KerajaanGagal,"Dec 25, 2021"
@donliew7,"If @AbdLatiffAhmad don't resign, then @IsmailSabri60 should. #KerajaanGagal","Dec 23, 2021"
@donliew7,Only know to use rakyat money to solve problems but it takes more than that to be a leader #KerajaanGagal,"Dec 23, 2021"
@donliew7,Really very sad that this government failed us so bad when we need them most. #KerajaanGagal,"Dec 21, 2021"
